species,rep,obs,time,elapsed,date,hhmmss,TIME,E,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,blfa_1,blfa_2,blfa_3,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Fo,Fm,Fv,Fv/Fm,Adark,LightAdaptedID,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,Afs,ETR,Fv'/Fm',PhiCO2,NPQ,DarkPulseID,Fo',Fv',qP,qN,qP_Fo,qN_Fo,ID,P1_dur,P2_dur,P3_dur,P1_Qmax,P1_Fmax,P2_dQdt,P3_?F,Qin,Qabs,alpha,convert,TIME,CO2_s,CO2_r,H2O_s,H2O_r,Flow,Pa,?Pcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,time,hhmmss,count,co2_adj,h2o_adj,co2_at,h2o_at,co2_cv,h2o_cv,CO2_s:MN,CO2_s:SLP,CO2_s:SD,CO2_s:OK,Stable,Total,State,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ME034,plant_1,11,1583259405,1626.4,20200303 12:16:44,12:16:44,1583259405,0.001376164,18.82811724,399.985,56.28210743,5.586359705,39.70107355,0.09022312,3.431884284,0.088925826,0.055693644,98.01239584,25.47168449,25.0326,3.185862806,52.18963207,1.687537564,3.233472812,1.498325242,-60.68883944,46.08841861,2.845156368,86.25713138,-0.041168267,0.046214986,3.454192595,0,0,1,0,52793.60358,MPF-2004-20200303-11_55_29,73.28846154,558.7235385,485.4350769,0.868828756,-0.806205304,MPF-2023-20200303-12_22_35,204.3495385,333.937,0.388059609,0.5,505.250991,18.82811724,98.03375092,0.565786361,0.038860532,0.673140558,DARK-2024-20200303-12_22_38,145,188.937,0.68587657,0.543325476,0.497173175,0.463062002,2023,300,300,300,7144.26,328.69,-0.00549867,3.59671,600.065,505.250991,0.841993769,0.193987538,1583259405,399.985,405.748,17.0018,16.5995,500.016,99.0564,0.200006,25.2817,25.0326,999.9,0,0,10022.5,0,6.19662,-5.76297,406.903,412.597,0.402313,398.531,405.748,16.8228,16.5995,1.68414,1.64429,14.751,14.3802,600.065,0.932985,0.0670145,0,204.334,4.99951,1479.37,5350.88,37.25,40.437,39.062,40.687,40.437,555.19,39.88,0,150.7,204.3495385,0.201299148,-4.229059818,1479.62,15,1583259327,12:15:27,13,1.454,0.179,406,16,0.44,0.18,399.9719048,0.172519481,0.011811636,1,1.501657882,-0.028627494,0.003160275,1,2,2,2/2,2.96401,2.79184,0.0929402,0.0968273,0.0883445,0.0898937,20980.1,27203.4,23436.6,27791.9,31163.7,33531.1,37432.2,40188.3,1.99925,2.03195,0.0598878,0,24.0492,999.9,52.32,28.409,20.5269,61.719,32.6402,1,-0.0243293,1.29373,20.1913,5.26416,12.0159,5.00055,3.288,824.7,9999,9999,9999,1.87896,1.88397,1.88187,1.87897,1.87866,1.88087,1.87983,1.87578,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,1.454,0.179,2,513.008,510.146,23.0667,26.8523,30,26.8796,26.8529,20.6362,25.6772,60.2867,23.0453,405.757,16.576,99.8246,100.247
ME034,plant_1,12,1583259555,1776.9,20200303 12:19:15,12:19:15,1583259555,0.002161714,19.74235408,399.978,168.9353865,16.7670824,39.69839727,0.143784298,3.429035616,0.140516913,0.088110448,129.9093652,25.15277701,24.9105,3.162750625,52.69080684,1.673061876,3.175244367,1.489688749,-95.33160231,12.21965371,0.753355703,47.55077235,-0.041125032,0.046166451,3.451320499,0,0,1,0,52794.33497,MPF-2004-20200303-11_55_29,73.28846154,558.7235385,485.4350769,0.868828756,-0.806205304,MPF-2025-20200303-12_25_06,200.8370385,287.619,0.301725413,0.5,673.1706518,19.74235408,101.5563464,0.53201979,0.030525037,0.942582161,DARK-2026-20200303-12_25_08,134.6,153.019,0.567131935,0.639211253,0.404897791,0.558477439,2025,300,300,300,7142,280.958,-0.00534996,3.31839,799.974,673.1706518,0.841490663,0.192981326,1583259555,399.978,406.105,16.8568,16.2249,500.124,99.0512,0.200252,24.9766,24.9105,999.9,0,0,10012.5,0,6.19662,-6.12683,406.836,412.802,0.631907,398.575,406.105,16.6528,16.2249,1.66968,1.60709,14.6174,14.027,799.974,0.950003,0.0499975,0,200.637,4.99951,1940.8,7182.14,37.687,40.562,39.312,40.812,40.687,755.23,39.75,0,150,200.8370385,-2.663897428,-13.75521367,1942.662308,15,1583259480,12:18:00,14,1.403,0.204,406,17,0.44,0.41,399.9676667,0.237194805,0.013292796,1,1.484059858,0.000816856,0.001547892,1,2,2,2/2,2.96431,2.792,0.0929502,0.0968926,0.0876888,0.0884104,20983.7,27204.1,23440.8,27794.5,31192.1,33589.3,37439,40193.1,2.00025,2.03038,0.0672154,0,23.8065,999.9,51.66,28.53,20.4119,62.159,32.5761,1,-0.0284299,0.734197,20.1932,5.26162,12.0159,4.9994,3.288,824.8,9999,9999,9999,1.87897,1.884,1.88187,1.87899,1.8787,1.8809,1.87986,1.87578,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,1.403,0.204,2,513.36,508.658,23.0052,26.8225,29.9999,26.8436,26.8159,20.6501,27.2917,59.5195,23.0596,406.07,16.2145,99.8427,100.258
ME034,plant_1,13,1583259706,1927.4,20200303 12:21:45,12:21:45,1583259706,0.001553441,19.43262079,399.976,82.9608664,8.234848911,39.70235692,0.101377072,3.425266884,0.09973922,0.062481963,129.9391536,25.43300201,25.0116,3.181877261,52.26276934,1.673683798,3.202439938,1.508193463,-68.50676148,19.96206903,1.233553949,82.62801507,-0.041067857,0.046102268,3.447520785,0,0,1,0,52698.86911,MPF-2004-20200303-11_55_29,73.28846154,558.7235385,485.4350769,0.868828756,-0.806205304,MPF-2027-20200303-12_27_36,195.4878077,278.405,0.297829394,0.5,673.3299667,19.43262079,100.2687278,0.519405183,0.030057813,1.006873219,DARK-2028-20200303-12_27_39,133.8,144.605,0.573404739,0.659691716,0.404244304,0.57745835,2027,300,300,300,7141.36,271.85,-0.00534934,3.33197,800.164,673.3299667,0.841489953,0.192979906,1583259706,399.976,405.94,16.8613,16.4071,500.004,99.0619,0.199948,25.1197,25.0116,999.9,0,0,9997.5,0,6.19662,-5.96426,406.836,412.712,0.454205,398.47,405.94,16.6813,16.4071,1.67031,1.62532,14.6233,14.201,800.164,0.950017,0.049983,0,195.637,4.99951,1893.55,7183.89,37.937,40.75,39.562,40.937,40.937,755.42,39.74,0,150.1000001,195.4878077,-0.901504275,-13.1548718,1894.233846,15,1583259629,12:20:29,15,1.506,0.18,406,16,0.91,0.2,399.9812857,-0.071064935,0.00579115,1,1.512096234,-0.010789563,0.001253753,1,2,2,2/2,2.96405,2.79156,0.0929509,0.0968837,0.0878173,0.0891526,20988.8,27207.1,23446.4,27797.1,31195.2,33564.9,37448.1,40196.4,2.00042,2.03025,0.0715628,0,23.8363,999.9,50.995,28.671,20.3105,62.0091,32.6803,1,-0.030282,1.34138,20.189,5.26431,12.0159,4.9994,3.288,824.8,9999,9999,9999,1.87897,1.884,1.8819,1.87901,1.87873,1.88093,1.87987,1.87589,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,1.506,0.18,2,513.115,508.218,22.7785,26.7781,30.0001,26.8052,26.7801,20.6529,25.8296,59.1477,22.7629,406.006,16.4685,99.8667,100.266
ME034,plant_1,14,1583259856,2077.9,20200303 12:24:16,12:24:16,1583259856,0.002287671,19.92245496,400.029,180.6343049,17.9291007,39.70541603,0.153328666,3.422060968,0.149611772,0.093833801,193.7141704,25.00369877,24.8439,3.150205849,53.99626523,1.669352747,3.091607799,1.480853101,-100.8862817,-57.96680541,-3.5717552,31.28932808,-0.041019243,0.046047693,3.444288525,0,0,1,0,52743.27947,MPF-2004-20200303-11_55_29,73.28846154,558.7235385,485.4350769,0.868828756,-0.806205304,MPF-2029-20200303-12_30_07,195.2360769,239.02,0.183181002,0.5,1009.074,19.92245496,92.42159321,0.46615346,0.02054226,1.337559779,DARK-2030-20200303-12_30_09,127.6,111.42,0.392962871,0.741558996,0.264185824,0.658591753,2029,300,300,300,7136.98,235.586,-0.0050516,3.26643,1199.87,1009.074,0.840986107,0.191972214,1583259856,400.029,406.226,16.8186,16.1497,500.008,99.0561,0.200244,24.5297,24.8439,999.9,0,0,9986.25,0,6.19662,-6.19699,406.872,412.894,0.668934,398.574,406.226,16.6026,16.1497,1.66599,1.59972,14.5831,13.9561,1199.87,0.966994,0.0330065,0,194.625,4.99951,2840.72,10845.5,38.687,41,39.937,41.125,41.375,1155.43,39.44,0,150.1000001,195.2360769,-2.179350427,-23.97162395,2844.131154,15,1583259788,12:23:08,16,1.455,0.216,406,17,0.31,0.15,399.9934286,0.28161039,0.020886476,1,1.481085687,-0.019955465,0.002393734,1,2,2,2/2,2.96408,2.79175,0.0929709,0.0969366,0.0875134,0.0881303,20992.7,27209,23451.1,27800.7,31212.2,33607.2,37455.9,40202.3,2.001,2.02943,0.0877604,0,23.4019,999.9,50.574,28.792,20.287,61.9691,32.5801,1,-0.0335112,1.17094,20.1865,5.26207,12.0159,4.999,3.28733,824.8,9999,9999,9999,1.87897,1.884,1.88193,1.87903,1.87876,1.88095,1.87988,1.87587,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,1.455,0.216,2,513.192,507.253,21.8505,26.7568,29.9997,26.7713,26.7415,20.6668,27.8799,59.1477,21.9493,406.212,16.0397,99.8872,100.28
ME034,plant_1,15,1583260007,2228.4,20200303 12:26:46,12:26:46,1583260007,0.001632968,21.02493776,399.9,75.5624252,7.499620572,39.69033893,0.107205821,3.422929362,0.105374822,0.066021167,193.7215881,25.40312505,25.0275,3.184894487,53.67295962,1.684561602,3.138566634,1.500332885,-72.01388525,-45.32227928,-2.798060835,73.58736278,-0.041032409,0.046062474,3.445164054,0,0,1,0,52714.72167,MPF-2004-20200303-11_55_29,73.28846154,558.7235385,485.4350769,0.868828756,-0.806205304,MPF-2031-20200303-12_32_37,189.7708846,233.025,0.185620064,0.5,1009.1157,21.02493776,93.65606039,0.447269606,0.021633935,1.397697837,DARK-2032-20200303-12_32_40,128.8,104.225,0.415007104,0.757573171,0.270784104,0.6709415,2031,300,300,300,7135.66,227.62,-0.00505062,2.76192,1199.92,1009.1157,0.840985816,0.191971632,1583260007,399.9,406.347,16.9728,16.4954,500.002,99.0507,0.19996,24.7819,25.0275,999.9,0,0,9990,0,6.09713,-6.44794,406.804,413.163,0.477449,398.454,406.347,16.7918,16.4954,1.68117,1.63388,14.7236,14.2821,1199.92,0.967,0.0330001,0,189.738,4.99951,2769.52,10846,39.125,41.25,40.375,41.375,41.75,1155.49,39.43,0,150,189.7708846,-2.422051282,-15.97982905,2771.884231,15,1583259963,12:26:02,17,1.445,0.181,406,16,0.29,0.17,399.9288571,-0.496675325,0.027348345,1,1.499973551,-0.011168413,0.00187016,1,2,2,2/2,2.96411,2.79151,0.0929538,0.0969643,0.0882496,0.0895074,20996,27209.7,23454.2,27802.1,31190.9,33558.5,37460.9,40204.4,2.00115,2.0297,0.0991747,0,23.3982,999.9,50,28.903,20.1847,61.8791,32.5361,1,-0.0341463,1.70057,20.1821,5.26371,12.0159,5.0008,3.288,824.9,9999,9999,9999,1.87897,1.884,1.88192,1.87901,1.87875,1.88094,1.87988,1.87585,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,1.445,0.181,2,512.994,507.146,21.9577,26.7116,29.9999,26.7396,26.7104,20.6739,25.0725,58.3902,21.9489,406.272,16.4959,99.9004,100.285
ME034,plant_1,16,1583260157,2378.9,20200303 12:29:17,12:29:17,1583260157,0.002179645,21.05523628,399.939,156.5577619,15.53974325,39.69748481,0.145275494,3.423156122,0.141935247,0.089003241,241.6501916,25.09994691,24.8911,3.159091943,54.64090224,1.671906127,3.059806954,1.487185816,-96.12232725,-98.5677239,-6.067693644,40.89244679,-0.041035847,0.046066334,3.445392677,0,0,1,0,52794.47047,MPF-2004-20200303-11_55_29,73.28846154,558.7235385,485.4350769,0.868828756,-0.806205304,MPF-2033-20200303-12_35_08,191.16,224.264,0.147611743,0.5,1261.1268,21.05523628,93.07856277,0.425676881,0.017334848,1.491365259,DARK-2034-20200303-12_35_10,128.8,95.464,0.346769463,0.777951214,0.219267309,0.688989227,2033,300,300,300,7132.86,218.266,-0.00482765,2.54381,1499.9,1261.1268,0.840807254,0.191614508,1583260157,399.939,406.46,16.8439,16.2066,500.006,99.059,0.199849,24.357,24.8911,999.9,0,0,9990,0,6.19662,-6.52158,406.791,413.156,0.637352,398.512,406.46,16.6329,16.2066,1.66854,1.60541,14.6068,14.0108,1499.9,0.973004,0.026996,0,191.66,4.99951,3493.91,13590.9,39.812,41.625,40.812,41.625,42.312,1454.54,40.36,0,150.0999999,191.16,-1.164512826,-14.38256405,3496.665769,15,1583260086,12:28:06,18,1.427,0.211,406,17,0.38,0.26,399.9768571,-0.326337662,0.02475073,1,1.485709149,0.005012888,0.001039469,1,2,2,2/2,2.96415,2.7914,0.092981,0.097001,0.0876502,0.0883762,21000.4,27212.7,23459.7,27806.1,31218.9,33605.2,37469.7,40210.8,2.00215,2.0291,0.110276,0,23.0787,999.9,49.615,29.044,20.1935,61.7491,32.5561,1,-0.0387525,1.5053,20.1819,5.26521,12.0159,4.9993,3.288,824.9,9999,9999,9999,1.87897,1.884,1.88187,1.87898,1.87867,1.88092,1.87988,1.87578,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,1.427,0.211,2,513.26,506.289,21.2726,26.6712,29.9998,26.6947,26.6664,20.6871,26.6668,58.0162,21.3265,406.509,16.255,99.9239,100.301
ME034,plant_1,17,1583260308,2529.4,20200303 12:31:47,12:31:47,1583260308,0.001774567,21.43864428,399.935,97.00517261,9.628062448,39.69478175,0.117445609,3.424010705,0.115252665,0.072226532,241.6496296,25.3330774,24.9822,3.176304817,54.61866146,1.685515856,3.085970638,1.490788962,-78.25839034,-89.15951307,-5.493620853,68.73810535,-0.041048806,0.046080881,3.446254283,0,0,1,0,52785.09383,MPF-2004-20200303-11_55_29,73.28846154,558.7235385,485.4350769,0.868828756,-0.806205304,MPF-2035-20200303-12_37_38,188.544,220.881,0.146400098,0.5,1261.1265,21.43864428,92.31452149,0.468492084,0.017638873,1.529522858,DARK-2036-20200303-12_37_41,117.4,103.481,0.312492148,0.765521231,0.219096442,0.695958233,2035,300,300,300,7131.46,214.64,-0.00482662,2.96068,1499.9,1261.1265,0.840807054,0.191614108,1583260308,399.935,406.522,16.982,16.4632,499.994,99.0531,0.199983,24.4992,24.9822,999.9,0,0,9993.75,0,6.19662,-6.58755,406.844,413.327,0.518831,398.508,406.522,16.803,16.4632,1.68212,1.63073,14.7324,14.2523,1499.9,0.973008,0.0269924,0,188.402,4.99951,3452.96,13590.9,40.25,41.937,41.25,41.937,42.687,1454.55,40.35,0,150.1000001,188.544,-0.498119659,-12.56786327,3454.618846,15,1583260255,12:30:54,19,1.427,0.179,406,16,0.53,0.32,399.9273333,0.32025974,0.018509543,1,1.496504208,-0.026244699,0.003072486,1,2,2,2/2,2.96418,2.79156,0.092989,0.0970214,0.0883164,0.0894026,21005.1,27215.2,23464.9,27809.1,31203,33570.3,37478.1,40214,2.00275,2.0295,0.115901,0,23.0775,999.9,49.103,29.134,20.0926,61.6291,32.7123,1,-0.042091,2.03755,20.1761,5.26371,12.0159,5.00095,3.288,825,9999,9999,9999,1.87898,1.884,1.88188,1.87901,1.87871,1.88092,1.87988,1.87585,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,1.427,0.179,2,513.177,506.095,21.0562,26.6057,29.9997,26.6424,26.6174,20.697,24.9804,57.6402,21.0636,406.584,16.4397,99.9463,100.31
ME034,plant_1,18,1583260458,2679.9,20200303 12:34:18,12:34:18,1583260458,0.001875694,21.42645496,399.988,113.4767171,11.26458497,39.70593199,0.124453582,3.42797096,0.121996859,0.076464725,241.6656794,25.33990152,24.9846,3.176759391,54.59716224,1.687920027,3.091589302,1.488839364,-82.71811429,-84.08799052,-5.176004907,69.6835697,-0.041108877,0.046148316,3.450247089,0,0,1,0,52854.09767,MPF-2004-20200303-11_55_29,73.28846154,558.7235385,485.4350769,0.868828756,-0.806205304,MPF-2037-20200303-12_40_09,186.872,218.21,0.14361395,0.5,1261.203,21.42645496,90.56317223,0.461069612,0.017628138,1.560485489,DARK-2038-20200303-12_40_11,117.6,100.61,0.311479972,0.771923302,0.216241149,0.701460514,2037,300,300,300,7130.5,212.9,-0.00482587,3.02599,1499.99,1261.203,0.840807606,0.191615211,1583260458,399.988,406.584,17.0037,16.4553,499.951,99.0677,0.200108,24.5296,24.9846,999.9,0,0,10006.9,0,6.19662,-6.59528,406.907,413.386,0.548445,398.523,406.584,16.8197,16.4553,1.68452,1.63019,14.7545,14.2472,1499.99,0.972992,0.0270081,0,186.708,4.99951,3430.87,13591.7,40.625,42.25,41.625,42.187,43,1454.61,40.38,0,150.1000001,186.872,0.145982901,-6.864957254,3430.929231,15,1583260406,12:33:26,20,1.465,0.184,406,16,0.8,0.19,399.9310952,0.872571429,0.047119812,0,1.490250488,-0.006978714,0.000951835,1,1,2,1/2,2.96413,2.79181,0.0930184,0.0970592,0.0884056,0.0893954,21008.8,27217.6,23469.5,27812.6,31205.9,33575.1,37485.4,40219.5,2.0035,2.02965,0.118539,0,23.0365,999.9,48.73,29.265,20.0873,61.9491,32.6042,1,-0.0474035,1.67773,20.1801,5.26416,12.0159,4.9998,3.288,825,9999,9999,9999,1.87897,1.884,1.88188,1.879,1.87871,1.88089,1.87986,1.87579,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,1.465,0.184,2,513.189,505.709,21.4011,26.5473,29.9998,26.5892,26.5671,20.7009,25.0073,57.2687,21.4075,406.561,16.4252,99.9657,100.323
ME034,plant_1,19,1583260609,2830.4,20200303 12:36:48,12:36:48,1583260609,0.001908428,21.75630158,399.925,113.5912654,11.27622616,39.70062954,0.126487285,3.430234943,0.123952135,0.077693625,241.6746934,25.35038053,24.9868,3.177176133,54.48195563,1.686203396,3.0949759,1.490972737,-84.16165376,-81.16613964,-4.993369401,71.35353055,-0.041143232,0.046186883,3.452529689,0,0,1,0,52893.25432,MPF-2004-20200303-11_55_29,73.28846154,558.7235385,485.4350769,0.868828756,-0.806205304,MPF-2039-20200303-12_42_39,185.6419231,217.94,0.148197104,0.5,1261.2531,21.75630158,93.45702867,0.40534092,0.01788896,1.563657605,DARK-2040-20200303-12_42_42,129.6,88.34,0.365611013,0.794138536,0.223281945,0.702016716,2039,300,300,300,7129.57,212.772,-0.0048252,2.03122,1500.05,1261.2531,0.840807373,0.191614747,1583260609,399.925,406.622,16.986,16.4281,500.023,99.0703,0.199887,24.5479,24.9868,999.9,0,0,10015,0,6.19662,-6.69788,406.835,413.414,0.557863,398.429,406.622,16.795,16.4281,1.68281,1.62754,14.7387,14.222,1500.05,0.972996,0.0270039,0,185.709,4.99951,3412.4,13592.3,40.937,42.5,41.937,42.375,43.25,1454.68,40.37,0,150.1000001,185.6419231,-0.342427354,-7.185982919,3413.342692,15,1583260563,12:36:02,21,1.496,0.191,407,17,0.52,0.17,399.8927143,-0.013246753,0.009082389,1,1.489162834,0.004604161,0.001154671,1,2,2,2/2,2.96435,2.79165,0.0930137,0.0970787,0.0883214,0.089299,21013.1,27220.4,23474.1,27815.8,31214.6,33582.2,37492.3,40223.9,2.0042,2.0294,0.121072,0,22.997,999.9,48.419,29.356,20.0647,61.7091,32.6843,1,-0.0523044,1.32529,20.1839,5.26371,12.0159,5.0008,3.288,825,9999,9999,9999,1.879,1.884,1.88194,1.87905,1.87878,1.88094,1.87988,1.87589,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,1.496,0.191,2,513.268,505.125,21.5107,26.498,29.9998,26.5467,26.5254,20.7058,25.106,57.2687,21.4734,406.554,16.442,99.9845,100.334
ME034,plant_2,1,1583264403,0,20200303 13:40:02,13:40:02,1583264403,0.000927917,-1.225549205,400.248,422.6599875,41.98864462,39.76215286,0.060742827,3.431263163,0.060151704,0.037647446,1.73514E-06,25.44091247,25.0098,3.181535845,51.03350357,1.686579375,3.304847319,1.494956471,-40.92113627,118.2802144,7.315742025,84.6748219,-0.041068427,0.046102908,3.44755868,0,0,1,0,52607.90548,MPF-2089-20200303-13_45_54,74.09423077,550.9747692,476.8805385,0.865521554,-0.860948317,-,0,0,#DIV/0!,0.5,0.000182664,-1.225549205,#DIV/0!,#DIV/0!,-1996.01441,#DIV/0!,-,0,0,#DIV/0!,1,0,1.155372729,2089,300,300,300,7107.01,623.612,-0.00591103,-0.475098,0.00434958,0.000182664,0.041995884,0.009499069,1583264403,400.248,400.008,16.9772,16.7209,500.035,99.1438,0.199989,25.6492,25.0098,999.9,0,0,9989.38,0,0.227399,0.234406,407.154,406.811,0.254349,398.883,400.008,16.7852,16.7209,1.68299,1.65777,14.7404,14.5066,0.00434958,0,0,0,152.2,0.00499951,17.6,1.8,38.875,43.437,41.437,43.312,41.875,0,0,0,1529.5,148.1884615,0.188034247,-18.22564093,11.51153846,15,1583264426,13:40:25,47,1.365,0.192,400,17,0.91,0.15,400.2434762,-0.367480519,0.022861111,1,1.500503451,-0.082217089,0.010353375,1,2,2,2/2,2.96376,2.79153,0.0930156,0.0957979,0.0882136,0.0903902,21020.3,27229.6,23484.8,27788,31240.9,33515.4,37519.5,40191,1.99345,2.01395,0.0211112,0,24.6633,999.9,44.946,30.837,20.2642,62.3574,32.3958,1,0.0038872,0.845376,20.2007,5.26371,12.0159,4.9998,3.288,826.1,9999,9999,9999,1.8791,1.88402,1.88201,1.87912,1.87879,1.88095,1.87988,1.8759,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,1.365,0.192,2,511.739,500.078,23.9008,27.179,30.0002,27.1717,27.1355,20.5335,25.3918,59.112,23.9008,400,16.667,100.047,100.245
ME034,plant_2,2,1583264706,303,20200303 13:45:05,13:45:05,1583264706,0.000827113,2.146257701,399.956,326.1946616,32.40705766,39.73516025,0.053462913,3.43123434,0.053004409,0.033168623,8.216695998,25.5023611,25.0004,3.179753419,50.45827145,1.667272048,3.304259144,1.51248137,-36.47567987,119.463123,7.388507595,98.5926467,-0.041067991,0.046102418,3.447529685,0,0,1,0,52608.00991,MPF-2089-20200303-13_45_54,74.09423077,550.9747692,476.8805385,0.865521554,-0.860948317,MPF-2090-20200303-13_50_57,217.8020769,586.665,0.628745405,0.5,42.04830467,2.146257701,13.21883918,0.750453837,0.07151789,-0.060835793,DARK-2091-20200303-13_50_59,146.4,440.265,0.837820229,-0.08821665,0.719633161,-0.07484103,2090,300,300,300,7114.67,568.168,-0.00588276,-4.97369,49.8968,42.04830467,0.842705437,0.195410875,1583264706,399.956,400.652,16.782,16.5535,500.04,99.149,0.199829,25.6462,25.0004,999.9,0,0,9988.75,0,6.08292,-0.695099,406.783,407.395,0.228586,398.524,400.652,16.596,16.5535,1.66392,1.64126,14.5639,14.3517,49.8968,0.899834,0.100166,0,215.246,4.99951,136.675,405.144,37.687,42.187,40.312,42.375,41.187,40.4,4.5,0,302.8000002,217.8020769,-20.45976069,-11.54129915,138.2783462,15,1583264632,13:43:51,48,1.432,0.186,400,17,0.41,0.21,399.959619,0.266649351,0.016748777,1,1.509966858,0.020507917,0.00258169,1,2,2,2/2,2.96385,2.79136,0.0929676,0.0959307,0.0874958,0.0897443,21030,27234.6,23494,27797,31278,33549.7,37534.2,40203.9,1.9955,2.015,0.0346638,0,24.4314,999.9,44.647,30.907,20.2095,62.3575,32.524,1,-0.00664888,0.216283,20.2019,5.26251,12.0159,4.99915,3.288,826.2,9999,9999,9999,1.87906,1.88401,1.88196,1.87911,1.87881,1.88095,1.87989,1.87592,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,1.432,0.186,2,512.657,500.361,24.6353,27.0995,29.9999,27.1177,27.0874,20.5585,25.8524,58.74,24.6326,400.706,16.559,100.086,100.277
ME034,plant_2,3,1583264856,453.5,20200303 13:47:36,13:47:36,1583264856,0.000545206,1.913578158,400.022,304.7256083,30.27924626,39.74843044,0.035528011,3.432878638,0.035324998,0.022096267,8.248806292,25.54933966,25.024,3.184230103,51.14233652,1.688221731,3.301025815,1.496008372,-24.04358955,112.09893,6.92997551,103.2341222,-0.041092878,0.046130356,3.449183857,0,0,1,0,52641.86272,MPF-2089-20200303-13_45_54,74.09423077,550.9747692,476.8805385,0.865521554,-0.860948317,MPF-2092-20200303-13_53_27,187.3428077,575.029,0.674202853,0.5,42.21988108,1.913578158,14.23238214,0.749230039,0.065716113,-0.041831335,DARK-2093-20200303-13_53_30,144.2,430.829,0.899860948,-0.059134028,0.773925501,-0.050440789,2092,300,300,300,7115.32,550.992,-0.00588366,-6.51709,50.1014,42.21988108,0.842688649,0.195377298,1583264856,400.022,400.621,16.99,16.8394,500,99.1657,0.199911,25.6297,25.024,999.9,0,0,9993.12,0,5.93795,-0.598175,406.936,407.482,0.150608,398.545,400.621,16.792,16.8394,1.68483,1.66989,14.7573,14.6194,50.1014,0.900341,0.0996589,0,186.457,4.99951,118.337,407.025,37.25,41.562,39.812,41.875,40.75,40.61,4.49,0,149.9000001,187.3428077,-7.482358968,-5.068615412,118.7228846,15,1583264780,13:46:20,49,1.477,0.198,401,17,0.67,0.15,400.0030952,0.097714286,0.013369848,1,1.49626983,0.011378725,0.001463502,1,2,2,2/2,2.96382,2.79148,0.0930053,0.09596,0.0882862,0.0909018,21034.2,27239.7,23499.4,27802.8,31257.2,33514.4,37542.1,40212.4,1.99643,2.01653,0.0374913,0,24.4085,999.9,44.5,30.947,20.1829,61.8375,32.5801,1,-0.0127947,0.678369,20.2002,5.26341,12.0159,4.99985,3.288,826.2,9999,9999,9999,1.87901,1.884,1.88195,1.87907,1.87875,1.88094,1.87988,1.87587,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,1.477,0.198,2,512.642,500.808,24.2428,27.0196,29.9999,27.0481,27.0216,20.5643,24.3643,58.74,24.212,400.585,16.8037,100.108,100.298
