source,record_id,month,day,year,plot_id,species_id,sex,hindfoot_length,weight,genus,species,taxa,plot_type
old,73,8,19,1977,3,DS,F,44,NA,Dipodomys,spectabilis,Rodent,Long-term Krat Exclosure
old,74,8,19,1977,8,PF,M,12,7,Perognathus,flavus,Rodent,Control
old,75,8,19,1977,8,DM,F,32,22,Dipodomys,merriami,Rodent,Control
old,76,8,19,1977,9,DS,F,47,NA,Dipodomys,spectabilis,Rodent,Spectab exclosure
old,77,8,19,1977,4,SS,,NA,NA,Spermophilus,spilosoma,Rodent,Control
old,78,8,19,1977,1,PF,M,16,9,Perognathus,flavus,Rodent,Spectab exclosure
old,79,8,19,1977,7,DM,F,34,42,Dipodomys,merriami,Rodent,Rodent Exclosure
old,80,8,19,1977,1,DS,M,48,NA,Dipodomys,spectabilis,Rodent,Spectab exclosure
old,81,8,19,1977,4,PF,F,14,8,Perognathus,flavus,Rodent,Control
old,82,8,19,1977,4,DM,F,35,41,Dipodomys,merriami,Rodent,Control
old,83,8,20,1977,6,DM,F,37,37,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
old,84,8,20,1977,19,DM,F,35,43,Dipodomys,merriami,Rodent,Long-term Krat Exclosure
old,85,8,20,1977,23,DM,F,35,41,Dipodomys,merriami,Rodent,Rodent Exclosure
old,86,8,20,1977,18,DM,F,33,40,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
old,87,8,20,1977,5,PF,F,11,9,Perognathus,flavus,Rodent,Rodent Exclosure
old,88,8,20,1977,18,DM,F,35,45,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
old,89,8,20,1977,12,PP,F,20,15,Chaetodipus,penicillatus,Rodent,Control
old,90,8,20,1977,18,DM,M,35,29,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
old,91,8,20,1977,11,DS,F,50,NA,Dipodomys,spectabilis,Rodent,Control
old,92,8,20,1977,6,DM,M,35,39,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
old,93,8,20,1977,18,DM,,NA,42,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
old,94,8,20,1977,18,DM,F,36,43,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
old,95,8,20,1977,23,DM,M,38,46,Dipodomys,merriami,Rodent,Rodent Exclosure
old,96,8,20,1977,12,DM,M,36,41,Dipodomys,merriami,Rodent,Control
old,97,8,20,1977,18,DM,M,36,41,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
old,98,8,20,1977,5,DM,M,38,40,Dipodomys,merriami,Rodent,Rodent Exclosure
old,99,8,20,1977,11,DM,M,37,45,Dipodomys,merriami,Rodent,Control
old,100,8,20,1977,5,DS,F,54,NA,Dipodomys,spectabilis,Rodent,Rodent Exclosure
old,101,8,20,1977,5,DM,F,35,46,Dipodomys,merriami,Rodent,Rodent Exclosure
old,102,8,20,1977,23,DM,F,35,40,Dipodomys,merriami,Rodent,Rodent Exclosure
old,103,8,20,1977,18,DM,F,35,30,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
old,104,8,20,1977,11,DS,M,43,NA,Dipodomys,spectabilis,Rodent,Control
old,105,8,20,1977,19,DM,M,35,39,Dipodomys,merriami,Rodent,Long-term Krat Exclosure
old,106,8,20,1977,12,NL,,NA,NA,Neotoma,albigula,Rodent,Control
old,107,8,20,1977,18,NL,,NA,NA,Neotoma,albigula,Rodent,Short-term Krat Exclosure
old,108,8,20,1977,11,PP,M,21,NA,Chaetodipus,penicillatus,Rodent,Control
old,109,8,20,1977,6,DM,M,35,34,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
old,110,8,20,1977,10,DS,,NA,NA,Dipodomys,spectabilis,Rodent,Rodent Exclosure
old,111,8,20,1977,11,DM,F,37,42,Dipodomys,merriami,Rodent,Control
old,112,8,20,1977,23,DM,M,37,42,Dipodomys,merriami,Rodent,Rodent Exclosure
old,113,8,20,1977,5,PF,F,13,8,Perognathus,flavus,Rodent,Rodent Exclosure
old,114,8,21,1977,15,DM,F,32,NA,Dipodomys,merriami,Rodent,Long-term Krat Exclosure
old,115,8,21,1977,21,DM,M,34,NA,Dipodomys,merriami,Rodent,Long-term Krat Exclosure
old,116,8,21,1977,13,DM,F,37,31,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
old,117,8,21,1977,21,OX,F,19,NA,Onychomys,sp.,Rodent,Long-term Krat Exclosure
old,118,8,21,1977,17,DM,M,33,NA,Dipodomys,merriami,Rodent,Control
old,119,8,21,1977,20,DM,M,35,NA,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
old,120,8,21,1977,20,DM,M,35,NA,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
old,121,8,21,1977,15,NL,,NA,NA,Neotoma,albigula,Rodent,Long-term Krat Exclosure
old,122,8,21,1977,22,DM,F,33,NA,Dipodomys,merriami,Rodent,Control
old,123,8,21,1977,17,DM,M,37,NA,Dipodomys,merriami,Rodent,Control
old,124,8,21,1977,14,DM,M,36,NA,Dipodomys,merriami,Rodent,Control
old,125,8,21,1977,22,DM,M,35,NA,Dipodomys,merriami,Rodent,Control
old,126,8,21,1977,20,DM,F,30,NA,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
old,127,8,21,1977,14,DM,M,33,NA,Dipodomys,merriami,Rodent,Control
old,128,8,21,1977,15,DM,M,34,NA,Dipodomys,merriami,Rodent,Long-term Krat Exclosure
old,129,8,21,1977,14,DM,F,34,NA,Dipodomys,merriami,Rodent,Control
old,130,8,21,1977,16,DM,F,34,NA,Dipodomys,merriami,Rodent,Rodent Exclosure
old,131,8,21,1977,22,DM,M,37,NA,Dipodomys,merriami,Rodent,Control
old,132,8,21,1977,22,DM,F,33,NA,Dipodomys,merriami,Rodent,Control
old,133,8,21,1977,15,DM,M,37,NA,Dipodomys,merriami,Rodent,Long-term Krat Exclosure
old,134,8,21,1977,17,DS,F,45,NA,Dipodomys,spectabilis,Rodent,Control
old,135,8,21,1977,15,DM,F,35,NA,Dipodomys,merriami,Rodent,Long-term Krat Exclosure
old,136,8,21,1977,13,PF,F,16,NA,Perognathus,flavus,Rodent,Short-term Krat Exclosure
old,137,8,21,1977,20,DM,F,35,NA,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
old,138,8,21,1977,22,DM,M,37,NA,Dipodomys,merriami,Rodent,Control
old,139,8,21,1977,14,PF,M,15,NA,Perognathus,flavus,Rodent,Control
old,140,8,21,1977,20,DM,M,33,NA,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
old,141,8,21,1977,16,DM,M,36,NA,Dipodomys,merriami,Rodent,Rodent Exclosure
old,142,8,21,1977,17,DM,F,34,NA,Dipodomys,merriami,Rodent,Control
old,143,8,21,1977,15,DM,M,35,NA,Dipodomys,merriami,Rodent,Long-term Krat Exclosure
old,144,8,21,1977,15,DS,M,40,NA,Dipodomys,spectabilis,Rodent,Long-term Krat Exclosure
old,145,8,21,1977,13,DM,F,37,NA,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
old,146,8,21,1977,13,DM,F,36,40,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
old,147,8,21,1977,13,DM,M,37,NA,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
old,148,8,21,1977,14,DM,M,37,NA,Dipodomys,merriami,Rodent,Control
old,149,8,21,1977,20,DS,M,50,NA,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
old,150,8,21,1977,21,DM,M,35,NA,Dipodomys,merriami,Rodent,Long-term Krat Exclosure
old,151,8,21,1977,13,DM,M,35,NA,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
old,152,8,21,1977,14,DM,M,38,NA,Dipodomys,merriami,Rodent,Control
old,153,8,21,1977,16,DS,F,50,NA,Dipodomys,spectabilis,Rodent,Rodent Exclosure
old,154,8,21,1977,20,DS,F,47,NA,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
old,155,8,21,1977,20,DS,,NA,NA,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
old,156,8,21,1977,21,DM,M,35,NA,Dipodomys,merriami,Rodent,Long-term Krat Exclosure
old,157,9,11,1977,20,DM,M,36,37,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
old,158,9,11,1977,22,DM,M,36,48,Dipodomys,merriami,Rodent,Control
old,159,9,11,1977,5,DS,M,53,NA,Dipodomys,spectabilis,Rodent,Rodent Exclosure
old,160,9,11,1977,21,DM,M,37,NA,Dipodomys,merriami,Rodent,Long-term Krat Exclosure
old,161,9,11,1977,5,DM,M,37,42,Dipodomys,merriami,Rodent,Rodent Exclosure
old,162,9,11,1977,6,DM,F,39,45,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
old,163,9,11,1977,12,PP,F,21,16,Chaetodipus,penicillatus,Rodent,Control
old,164,9,11,1977,22,DM,F,36,36,Dipodomys,merriami,Rodent,Control
old,165,9,11,1977,19,DS,F,50,NA,Dipodomys,spectabilis,Rodent,Long-term Krat Exclosure
old,166,9,11,1977,21,OX,M,13,NA,Onychomys,sp.,Rodent,Long-term Krat Exclosure
old,167,9,11,1977,6,DM,M,36,42,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
old,168,9,11,1977,12,DM,M,36,44,Dipodomys,merriami,Rodent,Control
old,169,9,11,1977,5,DM,M,37,NA,Dipodomys,merriami,Rodent,Rodent Exclosure
old,170,9,11,1977,20,DM,F,36,41,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
old,171,9,11,1977,12,NL,,NA,NA,Neotoma,albigula,Rodent,Control
old,172,9,11,1977,22,PF,F,NA,8,Perognathus,flavus,Rodent,Control
old,173,9,11,1977,12,DM,F,36,40,Dipodomys,merriami,Rodent,Control
old,174,9,11,1977,12,DM,M,37,34,Dipodomys,merriami,Rodent,Control
old,175,9,11,1977,19,DM,M,33,40,Dipodomys,merriami,Rodent,Long-term Krat Exclosure
old,176,9,11,1977,12,DS,M,45,NA,Dipodomys,spectabilis,Rodent,Control
old,177,9,11,1977,5,OX,F,NA,20,Onychomys,sp.,Rodent,Rodent Exclosure
old,178,9,11,1977,18,DM,M,33,44,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
old,179,9,11,1977,12,DM,M,37,44,Dipodomys,merriami,Rodent,Control
old,180,9,11,1977,6,DM,M,34,36,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
old,181,9,11,1977,20,DM,M,35,33,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
old,182,9,11,1977,21,DS,M,49,NA,Dipodomys,spectabilis,Rodent,Long-term Krat Exclosure
old,183,9,11,1977,5,DM,F,37,46,Dipodomys,merriami,Rodent,Rodent Exclosure
old,184,9,11,1977,20,DS,M,52,NA,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
old,185,9,11,1977,12,OX,F,19,NA,Onychomys,sp.,Rodent,Control
old,186,9,11,1977,19,DM,F,34,35,Dipodomys,merriami,Rodent,Long-term Krat Exclosure
old,187,9,12,1977,17,DM,M,36,46,Dipodomys,merriami,Rodent,Control
old,188,9,12,1977,14,DS,F,48,NA,Dipodomys,spectabilis,Rodent,Control
old,189,9,12,1977,17,DM,F,33,37,Dipodomys,merriami,Rodent,Control
old,190,9,12,1977,7,DM,M,36,34,Dipodomys,merriami,Rodent,Rodent Exclosure
old,191,9,12,1977,17,DS,M,47,NA,Dipodomys,spectabilis,Rodent,Control
old,192,9,12,1977,4,DM,F,36,45,Dipodomys,merriami,Rodent,Control
old,193,9,12,1977,7,PE,,NA,NA,Peromyscus,eremicus,Rodent,Rodent Exclosure
old,194,9,12,1977,11,NL,,NA,NA,Neotoma,albigula,Rodent,Control
old,195,9,12,1977,4,DS,M,50,NA,Dipodomys,spectabilis,Rodent,Control
old,196,9,12,1977,7,PF,F,15,7,Perognathus,flavus,Rodent,Rodent Exclosure
old,197,9,12,1977,14,DM,M,37,51,Dipodomys,merriami,Rodent,Control
old,198,9,12,1977,4,DM,M,35,39,Dipodomys,merriami,Rodent,Control
old,199,9,12,1977,11,DM,M,36,29,Dipodomys,merriami,Rodent,Control
old,200,9,12,1977,17,DS,F,52,NA,Dipodomys,spectabilis,Rodent,Control
old,201,9,12,1977,10,DS,M,47,NA,Dipodomys,spectabilis,Rodent,Rodent Exclosure
old,202,9,12,1977,17,DM,F,32,48,Dipodomys,merriami,Rodent,Control
old,203,9,12,1977,11,DM,M,38,46,Dipodomys,merriami,Rodent,Control
old,204,9,12,1977,16,DM,F,37,41,Dipodomys,merriami,Rodent,Rodent Exclosure
old,205,9,12,1977,16,DS,M,50,NA,Dipodomys,spectabilis,Rodent,Rodent Exclosure
old,206,9,12,1977,23,DS,F,52,NA,Dipodomys,spectabilis,Rodent,Rodent Exclosure
old,207,9,12,1977,16,DS,F,53,NA,Dipodomys,spectabilis,Rodent,Rodent Exclosure
old,208,9,12,1977,14,DM,M,37,45,Dipodomys,merriami,Rodent,Control
old,209,9,12,1977,17,DM,F,35,42,Dipodomys,merriami,Rodent,Control
old,210,9,12,1977,11,DM,F,36,53,Dipodomys,merriami,Rodent,Control
old,211,9,12,1977,4,DS,F,48,NA,Dipodomys,spectabilis,Rodent,Control
old,212,9,12,1977,16,PF,,NA,NA,Perognathus,flavus,Rodent,Rodent Exclosure
old,213,9,12,1977,14,DM,F,35,49,Dipodomys,merriami,Rodent,Control
old,214,9,12,1977,17,NL,,NA,NA,Neotoma,albigula,Rodent,Control
old,215,9,12,1977,14,DM,F,36,46,Dipodomys,merriami,Rodent,Control
old,216,9,12,1977,4,PF,F,13,9,Perognathus,flavus,Rodent,Control
old,217,9,13,1977,3,PP,F,19,15,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure
old,218,9,13,1977,1,PF,M,13,4,Perognathus,flavus,Rodent,Spectab exclosure
old,219,9,13,1977,13,DM,M,36,48,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
old,220,9,13,1977,2,DS,M,52,NA,Dipodomys,spectabilis,Rodent,Control
old,221,9,13,1977,3,DM,,NA,NA,Dipodomys,merriami,Rodent,Long-term Krat Exclosure
old,222,9,13,1977,1,DS,M,52,NA,Dipodomys,spectabilis,Rodent,Spectab exclosure
old,223,9,13,1977,8,DS,F,50,NA,Dipodomys,spectabilis,Rodent,Control
old,224,9,13,1977,2,NL,,NA,NA,Neotoma,albigula,Rodent,Control
old,225,9,13,1977,15,DM,,NA,NA,Dipodomys,merriami,Rodent,Long-term Krat Exclosure
old,226,9,13,1977,2,DM,M,37,51,Dipodomys,merriami,Rodent,Control
old,227,9,13,1977,15,DM,,NA,NA,Dipodomys,merriami,Rodent,Long-term Krat Exclosure
old,228,9,13,1977,9,DM,M,38,50,Dipodomys,merriami,Rodent,Spectab exclosure
old,229,9,13,1977,13,DM,M,35,44,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
old,230,9,13,1977,15,DM,,NA,NA,Dipodomys,merriami,Rodent,Long-term Krat Exclosure
old,231,9,13,1977,15,DS,,NA,NA,Dipodomys,spectabilis,Rodent,Long-term Krat Exclosure
old,232,9,13,1977,9,DS,M,48,NA,Dipodomys,spectabilis,Rodent,Spectab exclosure
old,233,9,13,1977,2,DM,M,25,44,Dipodomys,merriami,Rodent,Control
old,234,9,13,1977,9,DM,M,35,45,Dipodomys,merriami,Rodent,Spectab exclosure
old,235,9,13,1977,13,DM,F,37,45,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
old,236,9,13,1977,9,DS,F,47,NA,Dipodomys,spectabilis,Rodent,Spectab exclosure
old,237,9,13,1977,9,DS,F,50,NA,Dipodomys,spectabilis,Rodent,Spectab exclosure
old,238,9,13,1977,2,PE,M,20,19,Peromyscus,eremicus,Rodent,Control
old,239,9,13,1977,1,DS,M,48,NA,Dipodomys,spectabilis,Rodent,Spectab exclosure
old,240,9,13,1977,9,DS,F,53,NA,Dipodomys,spectabilis,Rodent,Spectab exclosure
old,241,9,13,1977,3,DS,,NA,NA,Dipodomys,spectabilis,Rodent,Long-term Krat Exclosure
old,242,9,13,1977,2,OX,M,19,22,Onychomys,sp.,Rodent,Control
old,243,10,16,1977,6,DM,F,38,44,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
old,244,10,16,1977,22,DM,F,36,42,Dipodomys,merriami,Rodent,Control
old,245,10,16,1977,2,DM,M,37,39,Dipodomys,merriami,Rodent,Control
old,246,10,16,1977,13,DM,M,37,47,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
old,247,10,16,1977,2,DS,M,54,NA,Dipodomys,spectabilis,Rodent,Control
old,248,10,16,1977,22,OT,M,NA,21,Onychomys,torridus,Rodent,Control
old,249,10,16,1977,13,DM,M,36,42,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
old,250,10,16,1977,18,DS,F,51,NA,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
old,251,10,16,1977,2,DM,M,36,49,Dipodomys,merriami,Rodent,Control
old,252,10,16,1977,6,DS,F,53,NA,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
old,253,10,16,1977,20,DM,M,38,39,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
old,254,10,16,1977,20,DM,F,36,43,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
old,255,10,16,1977,18,DM,M,35,50,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
old,256,10,16,1977,6,DM,M,36,41,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
old,257,10,16,1977,2,DM,M,37,47,Dipodomys,merriami,Rodent,Control
old,258,10,16,1977,18,DM,F,36,37,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
old,259,10,16,1977,2,DM,M,36,41,Dipodomys,merriami,Rodent,Control
old,260,10,16,1977,22,DM,F,36,36,Dipodomys,merriami,Rodent,Control
old,261,10,16,1977,6,DM,M,36,45,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
old,262,10,16,1977,20,PE,M,19,20,Peromyscus,eremicus,Rodent,Short-term Krat Exclosure
old,263,10,16,1977,1,DM,M,37,40,Dipodomys,merriami,Rodent,Spectab exclosure
old,264,10,16,1977,9,DS,F,49,NA,Dipodomys,spectabilis,Rodent,Spectab exclosure
old,265,10,16,1977,9,DM,M,38,49,Dipodomys,merriami,Rodent,Spectab exclosure
old,266,10,16,1977,2,NL,,NA,NA,Neotoma,albigula,Rodent,Control
old,267,10,16,1977,22,DS,F,46,NA,Dipodomys,spectabilis,Rodent,Control
old,268,10,16,1977,2,DM,F,36,55,Dipodomys,merriami,Rodent,Control
old,269,10,16,1977,6,DM,M,37,46,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
old,270,10,16,1977,1,DM,F,36,38,Dipodomys,merriami,Rodent,Spectab exclosure
old,271,10,16,1977,9,DS,F,50,NA,Dipodomys,spectabilis,Rodent,Spectab exclosure
old,272,10,16,1977,18,NL,,NA,NA,Neotoma,albigula,Rodent,Short-term Krat Exclosure
old,273,10,16,1977,9,DM,M,37,44,Dipodomys,merriami,Rodent,Spectab exclosure
old,274,10,16,1977,2,OL,F,20,21,Onychomys,leucogaster,Rodent,Control
old,275,10,16,1977,20,DM,M,37,41,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
old,276,10,16,1977,1,DS,F,50,NA,Dipodomys,spectabilis,Rodent,Spectab exclosure
old,277,10,16,1977,6,OL,,20,21,Onychomys,leucogaster,Rodent,Short-term Krat Exclosure
old,278,10,16,1977,9,DS,M,50,NA,Dipodomys,spectabilis,Rodent,Spectab exclosure
old,279,10,16,1977,2,PE,F,19,NA,Peromyscus,eremicus,Rodent,Control
old,280,10,16,1977,18,DM,M,37,46,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
old,281,10,16,1977,20,NL,,NA,NA,Neotoma,albigula,Rodent,Short-term Krat Exclosure
old,282,10,16,1977,22,NL,,NA,NA,Neotoma,albigula,Rodent,Control
old,283,10,16,1977,6,DM,M,34,36,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
old,284,10,16,1977,13,DM,M,37,44,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
old,285,10,16,1977,1,DM,M,36,53,Dipodomys,merriami,Rodent,Spectab exclosure
old,286,10,16,1977,20,DS,M,50,NA,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
old,287,10,17,1977,17,DM,M,38,41,Dipodomys,merriami,Rodent,Control
old,288,10,17,1977,17,DM,M,37,48,Dipodomys,merriami,Rodent,Control
old,289,10,17,1977,14,DM,M,38,47,Dipodomys,merriami,Rodent,Control
old,290,10,17,1977,17,DM,F,33,NA,Dipodomys,merriami,Rodent,Control
old,291,10,17,1977,11,DS,F,47,NA,Dipodomys,spectabilis,Rodent,Control
old,292,10,17,1977,3,DO,F,36,33,Dipodomys,ordii,Rodent,Long-term Krat Exclosure
old,293,10,17,1977,4,DM,F,36,42,Dipodomys,merriami,Rodent,Control
